age,sample,meter,d18O,T_le,T_pu,type,min,period,stage,conzone,chizone,country,state,lat,long,source
420,CZ 462,,17.64,32.62,35.3952,Conodont,apatite,Silurian,Pridoli,,,Czech Republic,Pozary,50.07,13.9,Joachimski_2009; Grossman_2022
453.6200579,M 39+40,308,18.94,26.77,29.9092,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
453.4418533,M 41+42,307.15,19.31,25.105,28.3478,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
453.2007529,M 43+44,306,18.61,28.255,31.3018,C,AP,Ordovician,Sandbian,Amorphognathus tvaerensis,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 45,303.85,18.84,27.22,30.3312,C,AP,Ordovician,Katian,Amorphognathus tvaerensis,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 46,302.75,19.32,25.06,28.3056,C,AP,Ordovician,Katian,Amorphognathus tvaerensis,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 48,301.75,18.56,28.48,31.5128,C,AP,Ordovician,Katian,Amorphognathus tvaerensis,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 49,301.05,19.28,25.24,28.4744,C,AP,Ordovician,Katian,Amorphognathus tvaerensis,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 51,299.825,19.3,25.15,28.39,C,AP,Ordovician,Katian,Amorphognathus tvaerensis,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 52,297.675,19.01,26.455,29.6138,C,AP,Ordovician,Katian,Amorphognathus tvaerensis,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 53+54,295.3,18.83,27.265,30.3734,C,AP,Ordovician,Katian,Amorphognathus tvaerensis,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 56+57,292.55,19.07,26.185,29.3606,C,AP,Ordovician,Katian,Amorphognathus tvaerensis,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 60,289.75,18.63,28.165,31.2174,C,AP,Ordovician,Katian,Amorphognathus tvaerensis,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 61+62,288.25,18.78,27.49,30.5844,C,AP,Ordovician,Katian,Amorphognathus superbus,Spinachitina cervicornis,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 63,285.7,18.83,27.265,30.3734,C,AP,Ordovician,Katian,Amorphognathus superbus,Fungochitina spinifera,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 64,283.95,18.85,27.175,30.289,C,AP,Ordovician,Katian,Amorphognathus superbus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 65,282.4,19.52,24.16,27.4616,C,AP,Ordovician,Katian,Amorphognathus superbus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 66,280.9,18.82,27.31,30.4156,C,AP,Ordovician,Katian,Amorphognathus superbus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 67,279.525,18.97,26.635,29.7826,C,AP,Ordovician,Katian,Amorphognathus superbus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 68,269.15,19.38,24.79,28.0524,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 69,265.65,19.33,25.015,28.2634,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 70,264.65,19.45,24.475,27.757,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 71,263.65,19.87,22.585,25.9846,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 72,262.85,19.97,22.135,25.5626,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 73,262.25,19.31,25.105,28.3478,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 75,260.85,18.85,27.175,30.289,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 77,258.85,19.28,25.24,28.4744,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 78,258.175,18.7,27.85,30.922,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 79,257.25,18.92,26.86,29.9936,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 80,256.65,19.34,24.97,28.2212,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 81,255.35,19.69,23.395,26.7442,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 82,254.45,19.44,24.52,27.7992,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
452.75,M 83,249.5,19.33,25.015,28.2634,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Põlva,58.240556,27.4525,Mannik_2021
,Va 1,372.675,19.65,23.575,26.913,C,AP,Ordovician,Katian,Amorphognathus superbus,Fungochitina spinifera,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 2,372.05,19.92,22.36,25.7736,C,AP,Ordovician,Katian,Amorphognathus superbus,Fungochitina spinifera,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 3,371.175,19.79,22.945,26.3222,C,AP,Ordovician,Katian,Amorphognathus superbus,Fungochitina spinifera,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 3,371.175,20.03,21.865,25.3094,C,AP,Ordovician,Katian,Amorphognathus superbus,Fungochitina spinifera,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 4,370.625,19.82,22.81,26.1956,C,AP,Ordovician,Katian,Amorphognathus superbus,Fungochitina spinifera,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 5,369.65,19.8,22.9,26.28,C,AP,Ordovician,Katian,Amorphognathus superbus,Fungochitina spinifera,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 6,368.75,19.92,22.36,25.7736,C,AP,Ordovician,Katian,Amorphognathus superbus,,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 7,368.3,20,22,25.436,C,AP,Ordovician,Katian,Amorphognathus superbus,,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 8+9,366.815,20.01,21.955,25.3938,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 10,363.175,19.33,25.015,28.2634,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va11,362.175,19.98,22.09,25.5204,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 12+13,360.925,19.5,24.25,27.546,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 14,359.25,19.19,25.645,28.8542,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 15,358.45,19.94,22.27,25.6892,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 16,357.6,20.14,21.37,24.8452,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 17,357.075,19.08,26.14,29.3184,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 18,355.975,19.1,26.05,29.234,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Valga,57.803889,26.0775,Mannik_2021
,"Va19,20+21",354.425,18.78,27.49,30.5844,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 22.23+24,351.3,19.1,26.05,29.234,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 25,349.8,18.74,27.67,30.7532,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 26+27,346.8,18.66,28.03,31.0908,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,Conochitina rugata,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 28+29,344.95,18.61,28.255,31.3018,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,Conochitina rugata,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 30+31,343.275,19.61,23.755,27.0818,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,Conochitina rugata,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 32+33,340.75,19.38,24.79,28.0524,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,Conochitina rugata,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 34+35,339.35,19.27,25.285,28.5166,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,Conochitina rugata,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 36+37,337.8,19.09,26.095,29.2762,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,Conochitina rugata,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 38+39,336.4,19.18,25.69,28.8964,C,AP,Ordovician,Katian,Amorphognathus ordovicicus,Conochitina rugata,Estonia,Valga,57.803889,26.0775,Mannik_2021
,Va 41,324.05,19.8,22.9,26.28,C,AP,Ordovician,Hirnantian,Noixodontus fauna,Spinachitina taugourdeaui,Estonia,Valga,57.803889,26.0775,Mannik_2021
458.18,M2.1,0.2,17.78,31.99,34.8044,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M2.2,0.2,16.76,36.58,39.1088,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M2.3,0.2,17.4,33.7,36.408,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M2.4,0.2,16.16,39.28,41.6408,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M2.5,0.2,17.69,32.395,35.1842,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M2.6,0.2,16.43,38.065,40.5014,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M2.7,0.2,16.75,36.625,39.151,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M2.8,0.2,16.92,35.86,38.4336,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M4.1,1,16.47,37.885,40.3326,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M4.3,1,16.25,38.875,41.261,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M4.4,1,16.5,37.75,40.206,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M4.5,1,17.11,35.005,37.6318,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M4.6,1,17.88,31.54,34.3824,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M4.7,1,16.29,38.695,41.0922,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M4.8,1,16.76,36.58,39.1088,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M4.9,1,16.26,38.83,41.2188,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M5a.1,1.3,17.59,32.845,35.6062,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M5a.2,1.3,16.84,36.22,38.7712,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M5a.3,1.3,16.29,38.695,41.0922,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M5a.5,1.3,17.7,32.35,35.142,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M5a.6,1.3,17.89,31.495,34.3402,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M5a.7,1.3,17.13,34.915,37.5474,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M5a.8,1.3,17.06,35.23,37.8428,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M6.1,1.7,16.81,36.355,38.8978,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M6.4,1.7,16.94,35.77,38.3492,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M6.5,1.7,16.96,35.68,38.2648,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M6.6,1.7,17.7,32.35,35.142,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M6.7,1.7,16.57,37.435,39.9106,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M6.8,1.7,17.54,33.07,35.8172,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M6.9,1.7,16.22,39.01,41.3876,C,AP,Ordovician,Darwillian,P. serra,,Poland,,50.837036,20.683893,Trela_2022
458.18,M8.1,2.2,17.73,32.215,35.0154,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M8.2,2.2,18.06,30.73,33.6228,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M8.3,2.2,16.01,39.955,42.2738,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M8.4,2.2,17.78,31.99,34.8044,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M8.5,2.2,17.16,34.78,37.4208,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M8.6,2.2,18.42,29.11,32.1036,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M8.7,2.2,18.33,29.515,32.4834,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M9.2,2.4,18.5,28.75,31.766,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M9.3,2.4,18.21,30.055,32.9898,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M9.4,2.4,16.99,35.545,38.1382,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M9.5,2.4,16.05,39.775,42.105,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M9.6,2.4,17.09,35.095,37.7162,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M9.7,2.4,15.9,40.45,42.738,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M10a.2,2.8,16.63,37.165,39.6574,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M10a.3,2.8,18.24,29.92,32.8632,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M10a.7,2.8,18.2,30.1,33.032,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M10a.8,2.8,18.4,29.2,32.188,C,AP,Ordovician,Darwillian,P. anserinus,,Poland,,50.837036,20.683893,Trela_2022
458.18,M11.1,3.3,18.9,26.95,30.078,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
458.18,M11.2,3.3,18.38,29.29,32.2724,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
458.18,M11.4,3.3,17.47,33.385,36.1126,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
458.18,M11.5,3.3,17.15,34.825,37.463,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
458.18,M11.6,3.3,18.46,28.93,31.9348,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
458.18,M11.7,3.3,16.42,38.11,40.5436,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
458.18,M11.8,3.3,17.84,31.72,34.5512,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
456.8225,M8.1,3.7,18.02,30.91,33.7916,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
456.8225,M8.2,3.7,19.38,24.79,28.0524,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
456.8225,M8.4,3.7,19.17,25.735,28.9386,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
456.8225,M8.7,3.7,19.33,25.015,28.2634,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
453.768125,M13.1,4.6,19.65,23.575,26.913,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
453.768125,M13.2,4.6,20.04,21.82,25.2672,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
453.768125,M13.3,4.6,20.22,21.01,24.5076,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
453.768125,M13.4,4.6,18.58,28.39,31.4284,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
453.768125,M13.5,4.6,19.02,26.41,29.5716,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
453.768125,M13.6,4.6,19.84,22.72,26.1112,C,AP,Ordovician,Sandbian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
452.75,M14.1,4.9,18.28,29.74,32.6944,C,AP,Ordovician,Katian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
452.75,M14.2,4.9,16.91,35.905,38.4758,C,AP,Ordovician,Katian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
452.75,M14.3,4.9,18.07,30.685,33.5806,C,AP,Ordovician,Katian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
452.75,M14.5,4.9,19.44,24.52,27.7992,C,AP,Ordovician,Katian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
452.75,M14.6,4.9,20.18,21.19,24.6764,C,AP,Ordovician,Katian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
452.75,M14.7,4.9,20.49,19.795,23.3682,C,AP,Ordovician,Katian,A. tvaerensis,,Poland,,50.837036,20.683893,Trela_2022
452.75,M16.1,5.2,15.79,40.945,43.2022,C,AP,Ordovician,Katian,T/S. tran. Zone,,Poland,,50.837036,20.683893,Trela_2022
452.75,M16.4,5.2,18.26,29.83,32.7788,C,AP,Ordovician,Katian,T/S. tran. Zone,,Poland,,50.837036,20.683893,Trela_2022
452.75,M16.5,5.2,18.6,28.3,31.344,C,AP,Ordovician,Katian,T/S. tran. Zone,,Poland,,50.837036,20.683893,Trela_2022
452.75,M16.6,5.2,20.49,19.795,23.3682,C,AP,Ordovician,Katian,T/S. tran. Zone,,Poland,,50.837036,20.683893,Trela_2022
452.75,M16.7,5.2,18.31,29.605,32.5678,C,AP,Ordovician,Katian,T/S. tran. Zone,,Poland,,50.837036,20.683893,Trela_2022
452.75,M17.1,5.6,18.02,30.91,33.7916,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M17.2,5.6,18.9,26.95,30.078,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M17.3,5.6,17.15,34.825,37.463,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M17.4,5.6,18.74,27.67,30.7532,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M17.7,5.6,18.81,27.355,30.4578,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M13.3,5.8,20.31,20.605,24.1278,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M13.4,5.8,18.28,29.74,32.6944,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M13.5,5.8,19.72,23.26,26.6176,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M13.8,5.8,19.87,22.585,25.9846,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M15.3,6.1,19.17,25.735,28.9386,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M15.4,6.1,19.6,23.8,27.124,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M15.5,6.1,19.62,23.71,27.0396,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M15.6,6.1,19.57,23.935,27.2506,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M15.7,6.1,18.85,27.175,30.289,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M15.8,6.1,19.81,22.855,26.2378,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M15.9,6.1,19.72,23.26,26.6176,C,AP,Ordovician,Katian,A. superbus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M19.6,6.3,19.56,23.98,27.2928,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M19.5,6.3,19.01,26.455,29.6138,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M19.4,6.3,19.32,25.06,28.3056,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M19.2,6.3,19.4,24.7,27.968,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M19.3,6.3,19.89,22.495,25.9002,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M19.7,6.3,19.38,24.79,28.0524,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M21.2,6.5,19.97,22.135,25.5626,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M21.3,6.5,20.68,18.94,22.5664,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M21.4,6.5,20.89,17.995,21.6802,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M21.5,6.5,21.13,16.915,20.6674,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M23.1,6.8,18.87,27.085,30.2046,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M23.2,6.8,19.04,26.32,29.4872,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M23.3,6.8,18.87,27.085,30.2046,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M23.4,6.8,17.57,32.935,35.6906,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M26.5,6.8,18.84,27.22,30.3312,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M26.4,6.8,18,31,33.876,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M26.3,6.8,18.95,26.725,29.867,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M26.1,6.8,19.04,26.32,29.4872,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M32.1,7.3,19.47,24.385,27.6726,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M32.2,7.3,18.81,27.355,30.4578,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M32.3,7.3,19.7,23.35,26.702,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M32.4,7.3,18.81,27.355,30.4578,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M32.6,7.3,20.18,21.19,24.6764,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M35.1,7.3,17.76,32.08,34.8888,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M35.2,7.3,19.28,25.24,28.4744,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M35.3,7.3,17.79,31.945,34.7622,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M35.4,7.3,18.53,28.615,31.6394,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M35.5,7.3,16.98,35.59,38.1804,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
452.75,M35.6,7.3,18.14,30.37,33.2852,C,AP,Ordovician,Katian,A. ordovicicus,,Poland,,50.837036,20.683893,Trela_2022
